"vote_count","id","video","vote_average","title","popularity","poster_path","original_language","original_title","genre_ids__001","genre_ids__002","genre_ids__003","genre_ids__004","genre_ids__005","genre_ids__006","genre_ids__007","backdrop_path","adult","overview","release_date"
"16","458156","False","7.4","존 윅 3: 파라벨룸","107.551","https://image.tmdb.org/t/p/w500/ghx93NNkUHStNFIoXRoCMbfsxHv.jpg","en","John Wick: Chapter 3 – Parabellum","80","28","53","","","","","https://image.tmdb.org/t/p/w500/jEjyjX4izUucoq7A9jmbcT6q3e1.jpg","False","업계 레전드 킬러 ‘존 윅’은 국제암살자연합을 통해 파문조치를 당한 후 그에게 따라 붙은 역대 최고의 현상금 1,400만 불로 인해 전 세계의 가장 위협적인 킬러들이 그와의 전쟁을 선포한다.","2019-05-15"
"490","157433","False","6","공포의 묘지","105.494","https://image.tmdb.org/t/p/w500/vMwJY1zpUZ0zsLFyIqVVWuAzZQz.jpg","en","Pet Sematary","53","9648","27","","","","","https://image.tmdb.org/t/p/w500/dpJq6trUDOutSPSLrFdROPmzaVn.jpg","False","갑작스런 사고로 딸 엘리를 잃은 크리드(제이슨 클락)는 죽은 것이 살아 돌아온다는 애완동물 공동묘지에 딸을 묻게 되고, 어딘가 다른 모습으로 돌아온 엘리는 무시무시한 공포의 대상이 되어 가족들의 숨통을 조여오는데…","2019-04-04"
"22","576393","False","6","장난스런 키스","100.645","https://image.tmdb.org/t/p/w500/wtaSH8MfJSCEIrrEX9SQuHdU5sl.jpg","zh","一吻定情","10749","35","","","","","","https://image.tmdb.org/t/p/w500/yY7kr7Rgvo8W0Kr3U0bMV8Zq1qM.jpg","False","A반 남신 ‘장즈수’와 처음 본 순간 KISS한 F반 ‘위안샹친’! 수학처럼 안 풀려도 절대 포기할 수 없는 확률 0% 멀고도 용감한 짝사랑 일대기.  장난 아니게 설레는 로코의 새로운 흥행 공식. 2019년 봄, 너 x 나 = 공식 ♡ 로코","2019-02-14"
"2791","450465","False","6.5","글래스","99.183","https://image.tmdb.org/t/p/w500/jFcPLDPjphkW4P4b1JhGN2Ggthk.jpg","en","Glass","53","9648","18","14","878","","","https://image.tmdb.org/t/p/w500/lvjscO8wmpEbIfOEZi92Je8Ktlg.jpg","False","틈틈이 도시의 수호자로 활약하며 지내던 데이빗은 납치범 케빈의 존재를 알게 된다. 두 사람은 서로의 비범한 능력을 알아보지만 대결을 마무리 짓기도 전에 엘리 스테이플 박사(사라 폴슨)에 의해 정신병원에 수감된다. 병원에는 두 사람 외에 미스터 글래스도 입원해 있다. 엘리 박사는 이들을 자신이 슈퍼히어로라 믿는 과대망상 환자로 치부한다. 그 와중에 글래스는 자신만의 계획을 실행에 옮긴다. 불행한 히어로 데이빗과 상처 깊은 안티 히어로 케빈의 대결을 부추기고, 슈퍼히어로의 존재를 세상에 알리고자 한다. 그러면서 자신은 배후의 설계자이자 창조자로 남으려 한다.","2019-01-16"
"19356","24428","False","7.6","어벤져스","99.052","https://image.tmdb.org/t/p/w500/a4I7nkXh7F5a927cSLMYVhozbs7.jpg","en","The Avengers","878","28","12","","","","","https://image.tmdb.org/t/p/w500/hbn46fQaRmlpBuUrEiFqv0GDL6Y.jpg","False","에너지원 큐브를 이용한 적의 등장으로 인류가 위험에 처하자 국제평화유지기구인 쉴드의 국장 닉 퓨리(사무엘 L. 잭슨)는 어벤져스 작전을 위해 전 세계에 흩어져 있던 슈퍼히어로들을 찾아나선다. 아이언맨(로버트 다우니 주니어)부터 토르(크리스 헴스워스), 헐크(마크 러팔로), 캡틴 아메리카(크리스 에반스)는 물론, 쉴드의 요원인 블랙 위도우(스칼렛 요한슨), 호크 아이(제레미 레너)까지, 최고의 슈퍼히어로들이 어벤져스의 멤버로 모이게 되지만, 각기 개성이 강한 이들의 만남은 예상치 못한 방향으로 흘러가는데...","2012-04-25"
"879","537915","False","6","애프터","90.3","https://image.tmdb.org/t/p/w500/zTZ7Q9mAwBQoYaR8HgGbmBNp6AC.jpg","en","After","18","10749","","","","","","https://image.tmdb.org/t/p/w500/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg","False","모범생 ‘테사’와 반항아 ‘하딘’ 강렬했던 첫 만남 이후 아슬아슬하고 위태로운 사랑을 시작한다.","2019-04-11"
"412","457799","False","7","나는 악마를 사랑했다","83.054","https://image.tmdb.org/t/p/w500/3S9hjxjPePMGUjNRwnA4MrQxJFX.jpg","en","Extremely Wicked, Shockingly Evil and Vile","53","80","18","36","","","","https://image.tmdb.org/t/p/w500/5yXNf13ly6kFQSbI5BZRQlDhCib.jpg","False","잔인한 연쇄살인범 테드 번디를 새로운 시선으로 바라본다. 수년간 번디가 무고하다 믿었던 그의 오랜 연인 리즈. 그녀의 눈에 비친 번디는 어떤 남자였을까.","2019-05-02"
"12057","284054","False","7.4","블랙 팬서","82.816","https://image.tmdb.org/t/p/w500/iRkknrX0rRxZHSL79W2Rax0EFsL.jpg","en","Black Panther","28","12","14","878","","","","https://image.tmdb.org/t/p/w500/6ELJEzQJ3Y45HczvreC3dg0GV5R.jpg","False","유엔 폭탄 테러로 아버지를 잃은 와칸다의 왕자 티찰라는 시빌 워 이후 고국 와칸다로 돌아가 왕좌에 오른다. 와칸다의 새로운 지도자 블랙팬서가 된 그는 옛 연인이자 와칸다의 스파이 나키아, 호위 무사 오코예와 함께 최강 희귀 금속 비브라늄 폭탄 거래가 이뤄지는 부산을 찾는다. 폭탄 거래의 배후에 있는 인물은 와칸다와 묘종의 연이 있는 정체불명의 남자, 에릭 킬몽거. 그는 놀라운 위력으로 티찰라를 제압하고 와칸다의 새로운 왕이 되려 하고, 이에 블랙 팬서는 피할 수 없는 전쟁에 나서는데...","2018-02-13"
"33","449562","False","6.2","허슬","78.652","https://image.tmdb.org/t/p/w500/qibqW5Dnvqp4hcEnoTARbQgxwJy.jpg","en","The Hustle","35","","","","","","","https://image.tmdb.org/t/p/w500/s6awXOxTKYQLSktiIJfI3969dZH.jpg","False","","2019-05-09"
"11149","284053","False","7.5","토르: 라그나로크","77.719","https://image.tmdb.org/t/p/w500/jwswXltzpGaKZCtz1CiDjXHQYAs.jpg","en","Thor: Ragnarok","28","12","35","14","","","","https://image.tmdb.org/t/p/w500/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg","False","은하계를 탐험하던 토르는 오딘의 오랜 숙적 수르트와의 대결에서 승리하는데, 수르트는 라그나로크가 이미 시작됐고, 막을 수 없을 것이라는 의미심장한 말을 남긴다. 한편 오딘의 힘이 약해지며 그가 봉인했던 죽음의 여신 헬라가 나타난다. 오딘의 첫째딸인 그녀는 두 동생, 토르와 로키를 가볍게 제압하고 아스가르드를 정복한다. 헬라와의 전쟁에서 묠니르를 잃고 사카아르라는 미지의 행성에 불시착한 토르는 아스가르드 행성으로 돌아가기 위해 고군분투한다. 행성의 통치자 그랜드 마스터는 행성 최고의 투사 챔피언과 싸워 이기면 행성을 떠나게 해주겠다고 토르에게 제안한다.","2017-10-25"
"1769","166428","False","7.6","드래곤 길들이기 3","76.923","https://image.tmdb.org/t/p/w500/tR7qCJvVql0OQ42TzE1T6GUxjsI.jpg","en","How to Train Your Dragon: The Hidden World","16","10751","12","","","","","https://image.tmdb.org/t/p/w500/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg","False","바이킹 족장으로 거듭난 히컵과 그의 영원한 친구 투슬리스가 누구도 찾지 못했던 드래곤의 파라다이스 히든월드를 찾아 떠나는 마지막 모험을 담은 스펙터클 액션 어드벤처","2019-01-03"
"54","526050","False","6.1","Little","75.025","https://image.tmdb.org/t/p/w500/4MDB6jJl3U7xK1Gw64zIqt9pQA4.jpg","en","Little","35","14","","","","","","https://image.tmdb.org/t/p/w500/tmM78qRhpg0i2Cky8Q8hXKASOXY.jpg","False","","2019-04-04"
"17656","118340","False","7.9","가디언즈 오브 갤럭시","74.727","https://image.tmdb.org/t/p/w500/tJMnQZMNSPFmC6m7hlIYRZZXJti.jpg","en","Guardians of the Galaxy","28","878","12","","","","","https://image.tmdb.org/t/p/w500/bHarw8xrmQeqf3t8HpuMY7zoK4x.jpg","False","자칭 전설의 무법자 스타로드, 그러나 현실은 우주를 떠도는 그저그런 좀도둑에 불과한 피터 퀼(크리스 프랫)은 무엇인지도 모른 채 오브를 훔쳤다가 생고생의 길로 접어든다. 값나가는 유물인 줄 알았던 오브가 실은 어마어마한 힘을 지닌 인피니티 스톤이었던 것. 뜻하지 않게 갤럭시의 절대악 타노스와 로난의 타겟이 된 그는 감옥에서 만난 암살자 가모라(조 샐다나), 거구의 파이터 드랙스(데이브 바티스타), 현상금 사냥꾼 로켓(브래들리 쿠퍼)과 그루트(빈 디젤) 콤비와 불편한 동맹을 맺고 일명 가디언즈 오브 갤럭시를 결성하는데...","2014-07-30"
"5","566555","False","5.4","명탐정 코난: 감청의 주먹","70.077","https://image.tmdb.org/t/p/w500/gCbJGWpWsmmu4FvqwoG4dkO48EN.jpg","ja","名探偵コナン 紺青の拳（フィスト）","16","28","18","9648","35","","","https://image.tmdb.org/t/p/w500/wf6VDSi4aFCZfuD8sX8JAKLfJ5m.jpg","False","19세기 말에 해적선과 함께 싱가폴 앞 바다에 침몰되었다 알려진 세계 최대의 블루 사파이어인 ""감청의 주먹""은 현지의 부자가 회수에 투자, 무대에 그 모습을 드러냈다. 그 때, 마리나 베이 샌즈에서 살인 사건이 발생. 현장에는 괴도 키드의 「피로 물든 예고장」이 남아 있었다. 한 편, 싱가포르에서 개최되는 가라데 토너먼트를 관전하기 위해 란과 소노코는 현지를 방문했다. 여권을 가지고 있지 않기 때문에 해외로 갈 수 없는 코난은 집을 볼 예정이었지만 그를 이용하려는 키드의 기묘한 방법으로 강제로 싱가포르에 끌려온다. 키드를 따르지 않으면 일본에 갈 수 조차없는 코난은 안경, 시계, 옷 등 모든 걸 빼앗기고 변장하게 된다. 그 정체를 모르고 란이 이름을 묻자 순간 아서 히라이(!?)라고 자칭한다. 이윽고 키드는 어느 저택의 지하 금고에 블루 사파이어가 잠들어 있다는 정보를 얻는다. 아주 간단하게 침입에 성공했다고 생각했지만 너무 위험한 함정이 키드를 기다리고 있었다. 가로막은 건 400전 무패의 최강의 가라테 선수인 쿄고쿠. 키드의 운명은... 그리고 불길한 뭔가를 전조하는 것처럼 싱가포르의 상징인 머라이언에서 진홍색으로 물든 물이 방출된다!","2019-04-12"
"12273","283995","False","7.7","가디언즈 오브 갤럭시 Vol. 2","69.63","https://image.tmdb.org/t/p/w500/uDuwGhQgffd5GQ695oUfy5oZGqP.jpg","en","Guardians of the Galaxy Vol. 2","28","12","35","878","","","","https://image.tmdb.org/t/p/w500/aJn9XeesqsrSLKcHfHP4u5985hn.jpg","False","타노스에 맞서 은하계를 구하고 최고의 해결사로 등극한 스타로드 일행. 하지만 소버린 행성의 여사제 아이샤(엘리자베스 데비키)를 돕던 중 옛버릇을 고치지 못하고 행성의 배터리를 훔쳤다가 소버린 종족에 쫓기는 신세가 된다. 그 과정에서 피터의 아버지 에고(커트 러셀)가 그들을 돕는다. 아픈 엄마와 어린 자신을 버리고 떠난 아버지에 대한 원망이 컸던 피터는 에고의 행성에서 아버지의 능력을 확인하곤 그 힘에 이끌린다. 하지만 가모라는 에고의 행성에서 이상한 기운을 감지한다. 한편 반란군에 의해 위기에 처한 욘두(마이클 루커)는 로켓과 그루트의 도움으로 목숨을 구한다.","2017-04-19"
"1130","329996","False","6.6","덤보","67.323","https://image.tmdb.org/t/p/w500/ffiqLwHHHRKXs6cXKj0278qPi8H.jpg","en","Dumbo","12","10751","14","","","","","https://image.tmdb.org/t/p/w500/5tFt6iuGnKapHl5tw0X0cKcnuVo.jpg","False","몸보다 훨씬 큰 귀를 가지고 태어나, 뒤뚱거리는 모습으로 서커스단의 웃음거리가 된 ‘덤보’. 어느 날 왕년의 서커스 스타 ‘홀트(콜린 파렐)’와 그의 아이들, 밀리와 조가 ’덤보’가 하늘을 날 수 있다는 것을 알게 되고, 유능한 사업가 ‘반데비어(마이클 키튼)’가 ‘덤보’를 스타로 만들기 위해 접근한다. 매력적인 공중 곡예사 ‘콜레트(에바 그린)’와 함께 하늘을 날게 된 ‘덤보’는 그의 친구들과 함께 환상적인 쇼를 둘러싼 어둠의 비밀을 발견하게 되는데…","2019-03-27"
"3724","324857","False","8.4","스파이더맨: 뉴 유니버스","67.18","https://image.tmdb.org/t/p/w500/vnWgIIEWAvWKOI65tm6h6VRbyY8.jpg","en","Spider-Man: Into the Spider-Verse","28","12","16","878","35","","","https://image.tmdb.org/t/p/w500/uUiId6cG32JSRI6RyBQSvQtLjz2.jpg","False","평범한 10대 마일스 모랄레스는 우연히 방사능 거미에 물려 스파이더맨 능력을 가지게 된다. 혼란스러워하던 마일스는 악당과 싸우고 있는 피터 파커를 마주치게 되고 피터 파커는 마일스가 자신과 같은 능력을 가지고 있음을 직감한다. 여러 개의 평행세계가 존재한다는 것을 알게 된 마일스와 피터 파커는 이후 스파이더우먼 스파이더 그웬, 스파이더맨 누아르, 스파이더햄 등 평행세계 속 공존하는 모든 스파이더맨들을 만나게 되는데... 하나의 유니버스에서 만나 팀을 결성한 스파이더맨들은 과연 세계를 구할 수 있을까?","2018-12-07"
"194","445629","False","6.5","파이팅 위드 마이 패밀리","65.618","https://image.tmdb.org/t/p/w500/3TZCBAdKQiz0cGKGEjZiyZUA01O.jpg","en","Fighting with My Family","35","18","","","","","","https://image.tmdb.org/t/p/w500/mYKP6qcDUimVMAHQWLOuDHjO19S.jpg","False","","2019-02-14"
"9636","245891","False","7.2","존 윅","65.355","https://image.tmdb.org/t/p/w500/v0pGAfI1ZGEv550JIYWhHSAxV7r.jpg","en","John Wick","28","53","","","","","","https://image.tmdb.org/t/p/w500/umC04Cozevu8nn3JTDJ1pc7PVTn.jpg","False","전설이라 불리던 킬러 ‘존 윅’(키아누 리브스)은 사랑하는 여인을 만나 결혼을 하면서 범죄의 세계에서 은퇴한다. 행복도 잠시, 투병 끝에 부인이 세상을 떠나고 그의 앞으로 부인이 죽기 전에 보낸 강아지 한 마리가 선물로 배달된다.  그러던 어느 날, 그의 집에 괴한들이 들이닥치는데…  더 이상 잃을 것이 없다. 오직 너희만 죽인다! 건드리지 말아야 할 그의 분노를 잘못 깨웠다.  받은 것보다 더 돌려주는 통쾌한 복수, ‘존 윅’의 거침없는 복수가 마침내 폭발한다!","2014-10-22"
"12134","263115","False","7.8","로건","63.967","https://image.tmdb.org/t/p/w500/rja1gdkI1yD4srW0ZvLRPwIbAt8.jpg","en","Logan","28","18","878","","","","","https://image.tmdb.org/t/p/w500/5pAGnkFYSsFJ99ZxDIYnhQbQFXs.jpg","False","2029년 알 수 없는 이유로 돌연변이들이 태어나지 않는 미래, 더이상 엑스맨은 없다. 갈수록 재생력이 약해져 늙고 수척해진 로건(휴 잭맨)은 멕시코 국경지대 은신처에 찰스 교수(패트릭 스튜어트)를 보호 중이다. 뇌에 심각한 손상을 입은 찰스 교수는 과거를 제대로 기억하지 못하는 데다 간헐적으로 주변을 위협하는 발작까지 일으킨다. 찰스 교수와 함께 떠날 배를 사기 위해 리무진 기사로 일하며 돈을 모으는 로건. 어느 날 낯선 여인이 찾아와 돌연변이 소녀 로라(다프네 킨)를 캐나다 국경까지 데려다 달라고 부탁한다. 로건은 로라를 쫓는 기업의 경호집단을 피해 험난한 여정을 떠난다.","2017-02-28"
"13192","99861","False","7.3","어벤져스: 에이지 오브 울트론","63.545","https://image.tmdb.org/t/p/w500/dOz2bRZ8upRz8mOIu1RdSDzkV02.jpg","en","Avengers: Age of Ultron","28","12","878","","","","","https://image.tmdb.org/t/p/w500/rFtsE7Lhlc2jRWF7SRAU0fvrveQ.jpg","False","토니 스타크는 뉴욕전쟁 때와 같은 사태가 벌어지지 않도록 한때 가동하려다 중단된 휴면 상태의 평화 유지 프로그램을 작동 시키려 한다. 배너 박사와 함께 지구를 지킬 최강의 인공지능 울트론을 탄생시키게 되지만, 울트론은 예상과 다르게 지배를 벗어나 폭주하기 시작하고 어벤져스는 지구의 운명이 걸린 거대한 시험대에 오르게 된다. 울트론이 자신을 복제해 위협을 가하자 이를 저지하기 위해 아이언맨, 캡틴 아메리카, 토르, 헐크, 블랙위도우, 호크아이 등으로 구성된 어벤져스와 새로 합류하게 되는 퀵 실버, 스칼렛 위치 남매와 불안한 동맹을 맺는다.","2015-04-22"
"254","487297","False","5.8","왓 맨 원트","63.503","https://image.tmdb.org/t/p/w500/30IiwvIRqPGjUV0bxJkZfnSiCL.jpg","en","What Men Want","35","14","10749","","","","","https://image.tmdb.org/t/p/w500/wbAQKi2E5cO0Utk5KDk9yX3kuOu.jpg","False","","2019-02-08"
"7396","920","False","6.7","카","62.851","https://image.tmdb.org/t/p/w500/pWFtiGLZdBTEJHrKM3AcTMuw9ue.jpg","en","Cars","16","12","35","10751","","","","https://image.tmdb.org/t/p/w500/a1MlbLBk5Sy6YvMbSuKfwGlDVlb.jpg","False","화려한 성공과 갈채를 꿈꾸는 주인공 라이트닝 맥퀸(오웬 윌슨)은 경주에서 성공하는 것만이 인생의 모든 것이라 생각하는 타오르는 청춘. 하지만 피스톤 컵 챔피온쉽에 참가하기 위해 달리던 중 경쟁과 함성과는 동떨어진 래디에이터 스프링스란 한적한 시골로 들어서게 된다. 이제는 지도에 조차 표시되지 않는 한적한 66번 국도. 조용하지만 다양한 캐릭터들이 큰 열정을 간직하고 있는 이곳에서 맥퀸은 미스터리한 과거를 지닌 닥 허드슨(폴 뉴먼)과 샐리(보니 헌트), 그리고 메이터(래리 더 케이블 가이)를 만나게 된다. 그들을 통해 인생이란 목적지가 아닌, 여행하는 과정 그 자체이며 명성과 스폰서, 트로피 뒤에 가려진 소중한 가치를 깨닫게 되는데...","2006-06-08"
"56","513083","False","6.2","와인 컨트리","62.23","https://image.tmdb.org/t/p/w500/mi5l29DQFdwrTXxbqM2OLbs830H.jpg","en","Wine Country","35","","","","","","","https://image.tmdb.org/t/p/w500/zlGyQVqPoSLDsEgEgdWaUyqkxrC.jpg","False","50번째 생일을 맞은 여인. 오랜 여자 친구들이 그날을 축하하기 위해 여행을 떠난다. 하지만 변치 않을 우정은 개뿔, 애증의 판도라 상자가 열렸다! 우리, 아직 친구 맞니?","2019-05-08"
"12544","10195","False","6.7","토르: 천둥의 신","60.401","https://image.tmdb.org/t/p/w500/nJhAsgiUsPVywXITKkxADCWhrVL.jpg","en","Thor","12","14","28","","","","","https://image.tmdb.org/t/p/w500/LvmmDZxkTDqp0DX7mUo621ahdX.jpg","False","파괴를 일삼는 요툰하임을 제압한 왕 오딘의 통치로 평화로운 나날을 보내고 있는 신의 세계 아스가르드. 오딘의 아들인 토르의 왕위 계승식이 있던 날, 요툰하임의 지배자인 라우페이는 평화 협정을 위반하고 아스가르드를 침입한다. 이 사건으로 왕위에 오르지 못한 토르는 분노와 모욕감에 요툰하임을 공격하지만 막강한 군대에 포위되어 위기에 몰리게 되고, 오딘은 토르의 오만하고 경솔한 행동에 분노해 토르의 신으로서의 능력을 박탈한 채 인간 세계 미스가르드로 추방한다. 한편 천체의 이상현상을 연구하던 과학자 제인 일행은 거대한 섬광의 흔적을 쫓던 중, 그 현장 한가운데서 지구에 떨어진 토르와 맞닥뜨린다.","2011-04-21"
"32","485811","False","4.4","레드콘 1","58.803","https://image.tmdb.org/t/p/w500/jOYUbe61DQiY628inVkR1KERS30.jpg","en","Redcon-1","28","27","","","","","","https://image.tmdb.org/t/p/w500/palbhPOSYf2g1p18vWd91dDhZLM.jpg","False","좀비 바이러스가 런던의 한 교도소로부터 퍼진 이후 살아남은 사람들은 남쪽 장벽 안에 피신 중이다. 점점 좀비들의 전투 능력이 향상되는 가운데 장벽이 무너지는 것은 시간 문제일 뿐. 이 와중에 좀비 사태를 해결할 과학자가 런던에 생존하고 있다는 것을 알게 되고 이 사람을 구하기 위해 8명의 특공대가 파견된다. 주어진 시간은 72시간... 이들의 임무는 성공할 수 있을 것인가?","2018-09-28"
"1969","399579","False","6.6","알리타: 배틀 엔젤","56.902","https://image.tmdb.org/t/p/w500/EmKXs46sx0YjwMY1LaELSPUFim.jpg","en","Alita: Battle Angel","28","878","53","12","","","","https://image.tmdb.org/t/p/w500/aQXTw3wIWuFMy0beXRiZ1xVKtcf.jpg","False","모두가 갈망하는 공중도시와 그들을 위해 존재하는 고철도시로 나누어진 26세기. 고철 더미 속 모든 기억을 잃은 채 깨어난 알리타는 마음 따뜻한 의사 이도의 보살핌으로 새로운 삶을 시작한다. 이도는 사이보그인 알리타에게 특별한 과거의 비밀과 영혼이 존재한다는 사실을 깨닫고 미스터리한 과거로부터 그녀를 지키고자 한다. 한편 새로운 친구 휴고는 알리타가 위험한 고철도시를 헤쳐나갈 수 있는 방법과 함께 기억을 되찾도록 돕는다. 알리타가 자신의 과거에 다가 갈수록 도시를 지배하는 악랄한 세력들이 그녀를 노리며 제거하려고 하는데...","2019-01-31"
